DATE,TICKER,PER,TIME,OPEN,HIGH,LOW,CLOSE,VOL
2013-06-07,MOEX,D,0,53.18,53.8,53.08,53.53,310380
2013-06-10,MOEX,D,0,53.69,53.71,53.46,53.5,331830
2013-06-11,MOEX,D,0,53.5,53.65,52.18,52.18,700110
2013-06-13,MOEX,D,0,52.13,52.15,51.52,51.52,431750
2013-06-14,MOEX,D,0,51.77,51.95,51.49,51.56,234920
2013-06-17,MOEX,D,0,51.57,54.0,51.33,52.75,1238970
2013-06-18,MOEX,D,0,52.41,52.86,52.0,52.62,224530
2013-06-19,MOEX,D,0,52.81,53.06,52.27,52.68,468670
2013-06-20,MOEX,D,0,52.42,52.42,50.5,50.5,1191240
2013-06-21,MOEX,D,0,50.47,51.3,49.78,49.78,988950
2013-06-24,MOEX,D,0,50.49,51.78,49.79,51.47,1859290
2013-06-25,MOEX,D,0,51.49,52.49,51.3,52.0,1878380
2013-06-26,MOEX,D,0,52.09,52.86,51.83,52.72,1598000
2013-06-27,MOEX,D,0,52.78,53.3,52.45,53.04,956730
2013-06-28,MOEX,D,0,52.82,54.41,52.82,53.21,1314550
2013-07-01,MOEX,D,0,53.48,54.01,53.43,53.9,521190
2013-07-02,MOEX,D,0,53.99,54.17,53.6,54.15,729990
2013-07-03,MOEX,D,0,54.19,54.2,53.67,53.73,393600
2013-07-04,MOEX,D,0,54.23,54.23,53.85,53.9,395250
2013-07-05,MOEX,D,0,54.0,54.08,53.85,53.89,339780
2013-07-08,MOEX,D,0,53.89,54.08,53.84,54.05,448910
2013-07-09,MOEX,D,0,54.14,54.15,53.6,53.6,462360
2013-07-10,MOEX,D,0,53.73,53.73,53.26,53.3,283160
2013-07-11,MOEX,D,0,53.5,54.18,53.5,54.18,1056790
2013-07-12,MOEX,D,0,54.05,54.2,53.75,53.9,355470
2013-07-15,MOEX,D,0,53.99,54.19,53.8,53.9,272370
2013-07-16,MOEX,D,0,53.99,54.03,53.77,53.86,454220
2013-07-17,MOEX,D,0,54.0,54.04,53.9,54.02,315520
2013-07-18,MOEX,D,0,54.28,54.28,53.93,53.93,494700
2013-07-19,MOEX,D,0,53.58,54.26,53.28,53.85,769690
2013-07-22,MOEX,D,0,53.71,54.1,53.64,53.94,627960
2013-07-23,MOEX,D,0,53.97,54.5,53.89,53.97,929170
2013-07-24,MOEX,D,0,53.95,54.38,53.95,54.24,663280
2013-07-25,MOEX,D,0,54.5,54.5,53.95,54.0,488120
2013-07-26,MOEX,D,0,53.94,54.43,53.94,54.43,337110
2013-07-29,MOEX,D,0,54.43,55.3,54.3,55.3,1142680
2013-07-30,MOEX,D,0,54.74,56.15,54.74,56.06,711920
2013-07-31,MOEX,D,0,55.98,56.3,55.98,56.28,1171510
2013-08-01,MOEX,D,0,56.22,60.5,56.22,60.5,2123960
2013-08-02,MOEX,D,0,60.78,62.3,58.3,59.0,1221740
2013-08-05,MOEX,D,0,59.54,62.42,58.89,59.9,1082540
2013-08-06,MOEX,D,0,59.45,59.9,55.12,56.4,968410
2013-08-07,MOEX,D,0,56.39,56.39,55.77,55.77,788430
2013-08-08,MOEX,D,0,55.94,56.04,55.71,56.04,368310
2013-08-09,MOEX,D,0,55.81,56.17,55.81,56.1,267510
2013-08-12,MOEX,D,0,56.43,56.43,55.98,56.09,659360
2013-08-13,MOEX,D,0,55.97,57.13,55.97,56.78,1000750
2013-08-14,MOEX,D,0,56.84,57.33,56.81,56.95,788730
2013-08-15,MOEX,D,0,57.09,57.24,56.14,56.37,478280
2013-08-16,MOEX,D,0,56.21,56.63,55.93,56.2,846490
2013-08-19,MOEX,D,0,56.15,56.38,55.96,56.2,536100
2013-08-20,MOEX,D,0,56.16,56.37,56.0,56.0,555760
2013-08-21,MOEX,D,0,55.99,56.28,55.95,56.28,474080
2013-08-22,MOEX,D,0,56.18,57.14,56.12,57.09,780280
2013-08-23,MOEX,D,0,56.87,57.71,56.82,57.3,1115950
2013-08-26,MOEX,D,0,57.28,57.28,57.0,57.28,224720
2013-08-27,MOEX,D,0,57.15,59.0,57.05,58.44,657690
2013-08-28,MOEX,D,0,58.42,59.25,58.25,58.9,367180
2013-08-29,MOEX,D,0,59.07,61.8,59.07,60.48,1704700
2013-08-30,MOEX,D,0,60.33,63.0,59.47,61.0,1528160
2013-09-02,MOEX,D,0,61.27,61.54,60.76,61.05,956150
2013-09-03,MOEX,D,0,61.5,61.9,61.21,61.65,1169240
2013-09-04,MOEX,D,0,61.7,62.39,61.66,61.91,1127000
2013-09-05,MOEX,D,0,62.0,62.93,61.94,62.84,921560
2013-09-06,MOEX,D,0,63.0,67.25,63.0,64.87,3898510
2013-09-09,MOEX,D,0,65.61,65.77,63.07,64.91,2107770
2013-09-10,MOEX,D,0,65.28,66.7,64.55,65.85,1636310
2013-09-11,MOEX,D,0,65.22,66.3,63.73,65.59,2324470
2013-09-12,MOEX,D,0,65.58,65.58,64.63,65.45,1073100
2013-09-13,MOEX,D,0,65.82,65.94,64.16,64.82,1689790
2013-09-16,MOEX,D,0,65.68,67.4,65.34,66.99,3515520
2013-09-17,MOEX,D,0,66.36,66.86,65.87,66.26,1801640
2013-09-18,MOEX,D,0,66.4,66.72,65.35,65.7,1440370
2013-09-19,MOEX,D,0,66.29,66.99,65.34,65.55,2437020
2013-09-20,MOEX,D,0,65.49,65.62,62.57,63.25,5418420
2013-09-23,MOEX,D,0,62.98,63.0,60.0,62.41,4618900
2013-09-24,MOEX,D,0,62.0,64.65,60.07,63.2,2886120
2013-09-25,MOEX,D,0,63.24,63.26,60.35,60.35,1217280
2013-09-26,MOEX,D,0,61.0,61.24,59.94,60.26,1002390
2013-09-27,MOEX,D,0,60.25,60.81,59.36,60.64,1024800
2013-09-30,MOEX,D,0,60.51,62.1,60.42,62.05,725600
2013-10-01,MOEX,D,0,62.21,64.85,62.2,64.77,780100
2013-10-02,MOEX,D,0,64.6,65.69,63.98,64.85,3593580
2013-10-03,MOEX,D,0,65.08,65.63,63.09,65.31,1194900
2013-10-04,MOEX,D,0,65.38,65.95,64.08,65.86,688510
2013-10-07,MOEX,D,0,65.67,65.73,64.69,64.9,364570
2013-10-08,MOEX,D,0,64.71,66.1,64.19,65.97,2396140
2013-10-09,MOEX,D,0,65.54,66.8,65.19,66.8,2476400
2013-10-10,MOEX,D,0,66.8,67.21,65.9,67.2,2318710
2013-10-11,MOEX,D,0,67.19,67.5,66.82,67.5,1269630
2013-10-14,MOEX,D,0,66.81,68.0,66.05,67.74,2896090
2013-10-15,MOEX,D,0,68.07,69.99,67.56,68.27,2728110
2013-10-16,MOEX,D,0,68.42,68.42,67.24,68.07,1259190
2013-10-17,MOEX,D,0,68.29,68.44,67.03,67.75,990830
2013-10-18,MOEX,D,0,67.75,69.08,67.5,68.1,1135770
2013-10-21,MOEX,D,0,67.87,68.44,67.09,68.0,2306000
2013-10-22,MOEX,D,0,67.95,68.35,67.52,67.98,2992810
2013-10-23,MOEX,D,0,67.91,67.91,66.76,66.99,882060
2013-10-24,MOEX,D,0,66.86,69.21,65.65,65.89,3659450
2013-10-25,MOEX,D,0,66.29,66.87,65.59,66.0,38659280
2013-10-28,MOEX,D,0,66.0,66.14,64.58,65.0,4240250
2013-10-29,MOEX,D,0,64.99,65.0,62.71,63.65,2631940
2013-10-30,MOEX,D,0,63.57,63.64,62.29,62.9,8512070
2013-10-31,MOEX,D,0,62.44,62.59,61.2,61.23,4044510
2013-11-01,MOEX,D,0,61.28,61.69,60.9,61.4,4232370
2013-11-05,MOEX,D,0,61.92,63.26,60.66,60.9,19178900
2013-11-06,MOEX,D,0,60.94,62.65,60.7,61.01,16333490
2013-11-07,MOEX,D,0,61.03,62.12,60.84,60.98,8577990
2013-11-08,MOEX,D,0,61.87,61.87,60.6,61.45,7498250
2013-11-11,MOEX,D,0,61.6,63.3,61.04,62.49,5299200
2013-11-12,MOEX,D,0,62.54,65.38,62.54,64.8,6999890
2013-11-13,MOEX,D,0,64.68,65.75,63.7,64.51,7201640
2013-11-14,MOEX,D,0,65.09,65.26,64.66,64.77,6615000
2013-11-15,MOEX,D,0,64.99,65.13,63.91,64.92,3924840
2013-11-18,MOEX,D,0,65.04,65.06,64.49,65.02,4040230
2013-11-19,MOEX,D,0,64.98,65.39,64.81,65.39,6069430
2013-11-20,MOEX,D,0,65.0,65.67,64.7,65.35,4077720
2013-11-21,MOEX,D,0,64.94,65.63,64.3,65.55,5251230
2013-11-22,MOEX,D,0,65.63,67.56,64.89,67.15,9061380
2013-11-25,MOEX,D,0,67.0,67.97,65.93,67.5,4986020
2013-11-26,MOEX,D,0,67.5,67.81,64.9,67.45,21175750
2013-11-27,MOEX,D,0,67.01,67.56,66.62,67.4,11960510
2013-11-28,MOEX,D,0,67.38,67.39,65.53,66.54,3449040
2013-11-29,MOEX,D,0,66.28,67.15,65.75,67.0,5634420
2013-12-02,MOEX,D,0,66.93,66.96,66.24,66.57,3639800
2013-12-03,MOEX,D,0,66.31,66.56,64.06,65.5,7015000
2013-12-04,MOEX,D,0,65.5,65.63,64.5,65.15,3512080
2013-12-05,MOEX,D,0,64.93,65.26,61.48,62.0,5664680
2013-12-06,MOEX,D,0,62.18,63.76,62.05,63.3,3960650
2013-12-09,MOEX,D,0,63.74,63.74,62.77,63.03,6138200
2013-12-10,MOEX,D,0,62.53,64.42,62.43,63.77,3691780
2013-12-11,MOEX,D,0,63.52,63.96,63.15,63.71,2855130
2013-12-12,MOEX,D,0,63.17,63.8,62.83,63.18,2556840
2013-12-13,MOEX,D,0,63.09,63.92,63.09,63.8,2523850
2013-12-16,MOEX,D,0,63.99,64.0,63.4,63.88,3593030
2013-12-17,MOEX,D,0,63.59,63.88,63.07,63.59,1777310
2013-12-18,MOEX,D,0,63.37,63.85,63.18,63.52,2236010
2013-12-19,MOEX,D,0,63.72,63.87,61.63,62.11,4599570
2013-12-20,MOEX,D,0,62.37,63.7,62.36,63.09,3760640
2013-12-23,MOEX,D,0,63.39,65.64,63.39,65.01,4398800
2013-12-24,MOEX,D,0,64.55,64.9,63.89,64.39,6019090
2013-12-25,MOEX,D,0,64.77,65.92,63.66,64.0,3130470
2013-12-26,MOEX,D,0,64.26,64.26,62.28,63.02,1404490
2013-12-27,MOEX,D,0,63.24,64.53,63.15,64.26,9124550
2013-12-30,MOEX,D,0,64.24,65.2,63.74,65.0,5580870
2014-01-06,MOEX,D,0,63.2,64.98,62.55,62.92,2492140
2014-01-08,MOEX,D,0,62.97,65.0,62.61,65.0,1462210
2014-01-09,MOEX,D,0,64.64,65.2,64.64,65.07,1944290
2014-01-10,MOEX,D,0,65.02,65.43,64.75,65.39,2500890
2014-01-13,MOEX,D,0,65.25,65.46,64.56,65.2,887980
2014-01-14,MOEX,D,0,65.12,65.3,64.58,64.81,1353440
2014-01-15,MOEX,D,0,65.24,65.3,64.69,65.0,2664550
2014-01-16,MOEX,D,0,64.9,65.12,64.64,64.8,1550980
2014-01-17,MOEX,D,0,64.98,65.45,64.05,64.26,1655710
2014-01-20,MOEX,D,0,64.62,65.07,63.41,63.66,1334920
2014-01-21,MOEX,D,0,64.19,64.7,63.7,64.33,1501940
2014-01-22,MOEX,D,0,64.21,64.25,63.3,63.6,1059490
2014-01-23,MOEX,D,0,63.53,64.25,63.41,63.61,1396810
2014-01-24,MOEX,D,0,63.72,64.1,62.45,62.45,3857740
2014-01-27,MOEX,D,0,61.95,62.78,60.55,61.76,2850790
2014-01-28,MOEX,D,0,61.75,63.75,61.16,62.96,3812990
2014-01-29,MOEX,D,0,63.16,63.8,62.35,63.3,2524760
2014-01-30,MOEX,D,0,63.45,63.8,61.0,61.08,5509910
2014-01-31,MOEX,D,0,61.14,61.78,60.15,61.43,3635660
2014-02-03,MOEX,D,0,61.47,62.22,60.98,61.18,814500
2014-02-04,MOEX,D,0,61.08,61.17,60.47,60.51,533800
2014-02-05,MOEX,D,0,60.82,62.71,59.78,62.41,2474760
2014-02-06,MOEX,D,0,62.71,65.02,61.69,64.7,3264840
2014-02-07,MOEX,D,0,64.94,65.14,62.51,63.5,3809200
2014-02-10,MOEX,D,0,63.75,64.68,62.6,63.0,1015220
2014-02-11,MOEX,D,0,62.99,64.26,62.85,63.68,964680
2014-02-12,MOEX,D,0,63.52,64.3,62.51,62.55,1868140
2014-02-13,MOEX,D,0,62.79,64.23,62.79,64.05,2415220
2014-02-14,MOEX,D,0,64.1,65.16,63.93,65.0,2545930
2014-02-17,MOEX,D,0,65.21,65.7,64.82,65.3,9274800
2014-02-18,MOEX,D,0,65.3,65.6,64.86,65.3,2359920
2014-02-19,MOEX,D,0,65.02,65.7,64.92,65.27,2613010
2014-02-20,MOEX,D,0,65.02,65.27,64.0,64.17,2761330
2014-02-21,MOEX,D,0,64.26,65.27,64.14,65.23,1760900
2014-02-24,MOEX,D,0,65.33,65.7,64.91,65.07,3693320
2014-02-25,MOEX,D,0,65.25,65.5,64.9,65.15,2253600
2014-02-26,MOEX,D,0,65.29,65.34,63.75,64.1,5408440
2014-02-27,MOEX,D,0,64.05,65.41,63.85,64.0,8893280
2014-02-28,MOEX,D,0,64.47,65.5,62.0,64.0,10489590
2014-03-03,MOEX,D,0,61.0,61.99,53.0,56.61,14033810
2014-03-04,MOEX,D,0,56.04,61.97,56.03,56.75,9306940
2014-03-05,MOEX,D,0,57.49,59.52,56.45,59.11,9449220
2014-03-06,MOEX,D,0,59.5,59.66,57.4,57.67,8183150
2014-03-07,MOEX,D,0,57.81,58.05,55.6,57.0,4081870
2014-03-11,MOEX,D,0,56.83,56.99,53.05,54.75,7550440
2014-03-12,MOEX,D,0,53.97,54.94,53.06,53.75,2563760
2014-03-13,MOEX,D,0,54.0,54.61,48.86,49.1,6130900
2014-03-14,MOEX,D,0,46.98,49.5,42.74,48.84,16865870
2014-03-17,MOEX,D,0,49.69,52.87,49.69,50.6,5707240
2014-03-18,MOEX,D,0,51.02,60.4,50.62,56.62,11369920
2014-03-19,MOEX,D,0,56.64,59.79,55.17,55.86,12382940
2014-03-20,MOEX,D,0,54.72,57.4,54.72,56.03,2518730
2014-03-21,MOEX,D,0,53.99,56.0,53.62,55.53,3830680
2014-03-24,MOEX,D,0,55.61,56.87,55.33,56.7,2725300
2014-03-25,MOEX,D,0,56.76,59.59,56.0,58.07,6002890
2014-03-26,MOEX,D,0,58.47,59.87,57.61,59.25,5539680
2014-03-27,MOEX,D,0,59.01,59.94,57.5,57.55,3343950
2014-03-28,MOEX,D,0,58.1,59.51,57.27,58.23,1972100
2014-03-31,MOEX,D,0,58.06,58.35,57.19,57.9,4212980
2014-04-01,MOEX,D,0,57.88,58.19,57.4,57.76,1872590
2014-04-02,MOEX,D,0,57.65,59.7,57.58,59.5,4297060
2014-04-03,MOEX,D,0,59.69,59.97,58.56,59.44,1968260
2014-04-04,MOEX,D,0,59.49,59.78,58.5,58.6,1126610
2014-04-07,MOEX,D,0,58.05,58.2,55.05,56.25,5276960
2014-04-08,MOEX,D,0,56.3,57.76,55.03,57.22,6940810
2014-04-09,MOEX,D,0,58.0,58.89,55.5,58.19,5804440
2014-04-10,MOEX,D,0,58.42,63.0,58.02,62.0,5316280
2014-04-11,MOEX,D,0,60.81,62.56,60.35,61.67,2344090
2014-04-14,MOEX,D,0,60.52,61.4,57.73,58.7,6058790
2014-04-15,MOEX,D,0,58.46,59.15,55.63,55.81,4303050
2014-04-16,MOEX,D,0,56.28,57.97,53.77,56.1,4853800
2014-04-17,MOEX,D,0,56.3,57.23,55.12,55.93,3247820
2014-04-18,MOEX,D,0,57.43,58.18,56.61,57.0,2504980
2014-04-21,MOEX,D,0,57.34,57.43,55.54,56.0,1747640
2014-04-22,MOEX,D,0,55.96,56.65,55.33,55.6,2669900
2014-04-23,MOEX,D,0,55.7,56.89,55.22,55.65,2701820
2014-04-24,MOEX,D,0,56.15,56.58,54.5,55.2,3575520
2014-04-25,MOEX,D,0,55.03,56.52,53.16,53.9,5003840
2014-04-28,MOEX,D,0,53.79,54.67,51.49,53.9,7184910
2014-04-29,MOEX,D,0,54.41,55.27,51.88,53.66,7942840
2014-04-30,MOEX,D,0,53.46,53.83,52.2,52.79,7597940
2014-05-02,MOEX,D,0,52.52,53.91,52.09,53.59,1811420
2014-05-05,MOEX,D,0,53.49,55.18,52.53,52.91,2493100
2014-05-06,MOEX,D,0,53.27,54.36,53.26,54.31,2375870
2014-05-07,MOEX,D,0,54.08,56.94,54.02,55.6,3668390
2014-05-08,MOEX,D,0,55.97,58.85,55.81,58.03,7783430
2014-05-12,MOEX,D,0,58.03,58.98,57.65,58.17,3062360
2014-05-13,MOEX,D,0,58.58,59.76,57.83,59.49,2562880
2014-05-14,MOEX,D,0,59.29,59.85,58.55,59.29,1974300
2014-05-15,MOEX,D,0,59.8,60.15,57.98,58.0,2733160
2014-05-16,MOEX,D,0,58.0,59.42,56.61,58.21,4010690
2014-05-19,MOEX,D,0,58.79,60.0,57.85,59.49,2753640
2014-05-20,MOEX,D,0,59.55,60.01,58.7,59.75,2900080
2014-05-21,MOEX,D,0,59.56,61.47,59.07,60.49,3868520
2014-05-22,MOEX,D,0,60.51,61.46,60.15,60.5,4052610
2014-05-23,MOEX,D,0,60.83,62.0,60.31,62.0,3169890
2014-05-26,MOEX,D,0,61.93,62.9,61.75,62.54,2546670
2014-05-27,MOEX,D,0,62.99,62.99,60.07,61.0,3550230
2014-05-28,MOEX,D,0,61.61,61.8,60.42,61.75,1579110
2014-05-29,MOEX,D,0,61.64,64.49,61.44,63.64,9997660
2014-05-30,MOEX,D,0,63.35,65.75,63.02,65.75,13070910
2014-06-02,MOEX,D,0,65.7,66.19,63.84,65.45,8228600
2014-06-03,MOEX,D,0,65.0,65.65,61.67,63.2,7738000
2014-06-04,MOEX,D,0,63.0,64.49,61.3,64.01,4528650
2014-06-05,MOEX,D,0,63.74,65.3,63.13,65.3,2691420
2014-06-06,MOEX,D,0,65.32,65.5,64.34,65.34,4723670
2014-06-09,MOEX,D,0,65.35,65.95,64.93,65.66,2605060
2014-06-10,MOEX,D,0,65.93,65.93,63.02,63.88,2831340
2014-06-11,MOEX,D,0,64.0,65.65,63.5,65.65,2409660
2014-06-16,MOEX,D,0,64.83,66.25,64.0,65.65,7246170
2014-06-17,MOEX,D,0,65.55,66.72,65.0,66.3,2526810
2014-06-18,MOEX,D,0,66.29,67.69,65.84,66.96,1940390
2014-06-19,MOEX,D,0,67.06,68.8,67.05,67.5,4494260
2014-06-20,MOEX,D,0,67.43,68.47,67.22,68.31,2678410
2014-06-23,MOEX,D,0,70.0,70.93,69.11,69.8,3446410
2014-06-24,MOEX,D,0,70.08,70.24,68.0,68.36,3806820
2014-06-25,MOEX,D,0,68.22,69.34,66.0,66.18,5660700
2014-06-26,MOEX,D,0,66.36,66.7,65.56,65.97,3562590
2014-06-27,MOEX,D,0,66.06,66.23,65.28,66.17,5383650
2014-06-30,MOEX,D,0,66.26,68.85,65.38,67.45,11877050
2014-07-01,MOEX,D,0,66.96,67.47,64.72,65.05,6191270
2014-07-02,MOEX,D,0,64.0,66.03,61.64,65.75,57375730
2014-07-03,MOEX,D,0,65.94,66.18,64.9,65.6,9132820
2014-07-04,MOEX,D,0,65.51,66.11,64.54,64.54,5055540
2014-07-07,MOEX,D,0,64.9,66.0,64.68,65.92,4287610
2014-07-08,MOEX,D,0,65.9,66.77,64.65,65.0,12060530
2014-07-09,MOEX,D,0,65.01,65.7,64.95,65.25,5227640
2014-07-10,MOEX,D,0,63.44,64.35,61.12,62.27,9683550
2014-07-11,MOEX,D,0,62.08,62.76,61.81,62.12,3111260
2014-07-14,MOEX,D,0,62.1,62.5,61.5,61.71,2136210
2014-07-15,MOEX,D,0,61.76,62.16,61.13,61.64,3407710
2014-07-16,MOEX,D,0,61.5,62.21,61.48,61.8,3361970
2014-07-17,MOEX,D,0,61.49,61.49,59.7,61.49,8928560
2014-07-18,MOEX,D,0,60.0,61.12,59.58,60.93,7393830
2014-07-21,MOEX,D,0,60.5,61.12,58.11,58.75,7326540
2014-07-22,MOEX,D,0,59.05,60.2,58.83,60.1,5996350
2014-07-23,MOEX,D,0,60.0,61.75,59.93,61.43,6752040
2014-07-24,MOEX,D,0,61.35,61.59,59.75,59.8,3038670
2014-07-25,MOEX,D,0,59.8,59.98,58.58,58.7,4060280
2014-07-28,MOEX,D,0,58.95,59.05,55.38,55.5,9444440
2014-07-29,MOEX,D,0,55.41,56.88,55.12,56.49,6222750
2014-07-30,MOEX,D,0,55.81,58.3,55.81,58.0,8371060
2014-07-31,MOEX,D,0,58.49,58.98,56.55,56.94,8641670
2014-08-01,MOEX,D,0,56.67,57.79,56.2,57.48,1700600
2014-08-04,MOEX,D,0,57.65,58.93,57.49,58.56,2970430
2014-08-05,MOEX,D,0,58.84,59.7,58.11,59.2,2472440
2014-08-06,MOEX,D,0,59.59,59.69,56.55,56.83,4271640
2014-08-07,MOEX,D,0,56.66,57.58,53.72,56.01,9121090
2014-08-08,MOEX,D,0,56.15,59.0,56.0,58.5,5084870
2014-08-11,MOEX,D,0,59.26,59.89,58.38,59.0,3343070
2014-08-12,MOEX,D,0,58.9,59.6,58.33,58.65,5463160
2014-08-13,MOEX,D,0,58.59,61.0,58.38,60.71,10645890
2014-08-14,MOEX,D,0,60.7,60.7,59.75,59.8,8283210
2014-08-15,MOEX,D,0,59.75,60.8,58.56,60.6,3445340
2014-08-18,MOEX,D,0,60.6,62.16,60.52,61.8,6323150
2014-08-19,MOEX,D,0,61.85,64.08,61.71,63.8,7922550
2014-08-20,MOEX,D,0,64.09,65.3,62.5,64.0,3320930
2014-08-21,MOEX,D,0,63.84,65.1,63.84,64.99,2943320
2014-08-22,MOEX,D,0,64.77,65.5,61.82,64.25,4881130
2014-08-25,MOEX,D,0,64.2,65.36,63.97,64.94,979910
2014-08-26,MOEX,D,0,65.28,66.5,65.28,66.2,7045240
2014-08-27,MOEX,D,0,66.49,67.42,65.73,66.5,5247460
2014-08-28,MOEX,D,0,66.22,66.42,63.7,64.7,5620720
2014-08-29,MOEX,D,0,65.01,65.11,62.05,63.5,16190520
2014-09-01,MOEX,D,0,63.11,63.78,60.25,60.55,11126870
2014-09-02,MOEX,D,0,60.64,61.67,60.05,60.82,4283700
2014-09-03,MOEX,D,0,60.98,63.45,60.66,63.4,14403760
